,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,meter_price
5404,Мытищи,8.0,17.0,1.0,28.0,8950000.0,2023.0,15.0,6.3,Датский квартал ЖК,Мытищи,319642.86
5405,Люберцы,5.0,5.0,1.0,33.3,4050000.0,2006.0,17.0,8.9,Малаховка рп,Люберцы,121621.62
5406,Одинцово,2.0,19.0,1.0,40.0,8610000.0,2026.0,21.3,,Одинцово,Одинцово,215250.0
5407,Красногорск,4.0,10.0,1.0,34.0,7500000.0,1992.0,,9.0,Красногорск,Павшино,220588.24
5408,Люберцы,2.0,3.0,1.0,37.0,5300000.0,2013.0,20.0,8.0,Люберцы,Люберцы,143243.24
5409,Красногорск,5.0,10.0,1.0,48.8,8100000.0,1999.0,20.2,12.9,Красногорск,Павшино,165983.61
5410,Люберцы,3.0,3.0,1.0,31.5,4370000.0,1955.0,17.0,6.0,Люберцы,Панки,138730.16
5411,Истра,2.0,4.0,1.0,44.7,11975130.0,2023.0,,16.9,с. Павловская Слобода,Истра,267900.0
5412,Люберцы,1.0,4.0,1.0,19.0,3515000.0,1938.0,9.0,2.0,Люберцы,Панки,185000.0
5413,Одинцово,4.0,5.0,1.0,29.8,5750000.0,1965.0,,5.0,Одинцово,Одинцово,192953.02
5414,Люберцы,2.0,4.0,1.0,20.2,4343000.0,1938.0,11.2,4.0,Люберцы,Панки,215000.0
5416,Видное,2.0,24.0,1.0,32.6,8283660.0,2027.0,12.5,11.5,Видное,Видное,254100.0
5417,Люберцы,3.0,4.0,1.0,20.2,4040000.0,1938.0,10.0,2.0,Люберцы,Панки,200000.0
5418,Королёв,3.0,5.0,1.0,31.0,4400000.0,1961.0,19.0,6.0,Королёв,Медведково,141935.48
5419,Королёв,5.0,5.0,1.0,28.0,4500000.0,1963.0,17.0,6.0,Королёв,ВДНХ,160714.29
5420,Реутов,4.0,20.0,1.0,40.45,8949000.0,2024.0,,,Реутов,Реутов,221236.09
5421,Одинцово,7.0,9.0,1.0,41.4,13683528.0,2025.0,25.3,5.2,Одинцово,Одинцово,330520.0
5422,Мытищи,1.0,4.0,1.0,36.3,5450000.0,2006.0,21.3,4.5,д. Аксаково,Мытищи,150137.74
5423,Одинцово,3.0,9.0,1.0,41.5,12952382.0,2025.0,17.6,11.5,Одинцово,Одинцово,312105.59
5424,Солнечногорск,10.0,10.0,1.0,40.7,5500000.0,2007.0,19.0,9.0,Солнечногорск,Солнечногорск,135135.14
5425,Королёв,5.0,5.0,1.0,33.0,5500000.0,1959.0,18.0,9.0,Королёв,Медведково,166666.67
5426,Химки,1.0,8.0,1.0,49.8,6320000.0,2006.0,23.0,18.0,Химки,Шереметьевская,126907.63
5427,Одинцово,1.0,4.0,1.0,56.8,9966240.0,2026.0,9.8,26.1,Одинцово,Одинцово,175461.97
5428,Королёв,6.0,18.0,1.0,40.0,6600000.0,2015.0,18.7,9.4,Королёв,Медведково,165000.0
5429,Реутов,10.0,25.0,1.0,39.52,9544080.0,2027.0,14.8,10.0,Реутов,Новокосино,241500.0
5430,Химки,2.0,7.0,1.0,50.1,6600000.0,2006.0,,17.0,Химки,Шереметьевская,131736.53
5431,Химки,13.0,16.0,1.0,32.5,8378500.0,2027.0,11.8,10.5,Химки,Подрезково,257800.0
5432,Королёв,17.0,17.0,1.0,37.5,6800000.0,2003.0,19.0,7.5,Королёв,Медведково,181333.33
5433,Химки,10.0,16.0,1.0,35.8,8753100.0,2027.0,13.8,10.7,Химки,Подрезково,244500.0
5434,Видное,14.0,17.0,1.0,42.0,6990000.0,2016.0,17.0,9.0,Боброво рп,Видное,166428.57
5436,Одинцово,10.0,24.0,1.0,39.0,7200000.0,2020.0,17.0,11.0,Одинцово,Одинцово,184615.38
5437,Одинцово,1.0,4.0,1.0,37.93,7817532.0,2025.0,15.9,10.3,Одинцово,Одинцово,206104.19
5438,Королёв,15.0,18.0,1.0,36.3,8000000.0,2006.0,18.0,10.0,Королёв,Медведково,220385.67
5440,Химки,2.0,8.0,1.0,62.9,8200000.0,2006.0,17.0,27.0,Химки,Шереметьевская,130365.66
5441,Химки,17.0,17.0,1.0,37.5,4100000.0,2014.0,18.0,9.0,Химки,Химки,109333.33
5442,Сергиев Посад,14.0,15.0,1.0,34.8,4100000.0,2023.0,18.0,9.0,Сергиев Посад,Сергиев Посад,117816.09
5443,Раменское,3.0,5.0,1.0,33.5,4200000.0,1996.0,17.2,8.0,Ильинский рп,Раменское,125373.13
5444,Ивантеевка,10.0,12.0,1.0,46.6,8500000.0,2019.0,22.0,14.0,Ивантеевка,ВДНХ,182403.43
5445,Ивантеевка,8.0,9.0,1.0,35.5,4300000.0,2006.0,20.0,7.0,Ивантеевка,Ивантеевка,121126.76
5446,Видное,12.0,17.0,1.0,43.5,7600000.0,2003.0,,10.0,Видное,Домодедовская,174712.64
5447,Одинцово,4.0,8.0,1.0,37.0,6950000.0,2023.0,,9.0,Одинцово,Одинцово,187837.84
5448,Солнечногорск,1.0,5.0,1.0,30.9,3850000.0,1967.0,18.0,6.0,Солнечногорск,Солнечногорск,124595.47
5449,Химки,1.0,5.0,1.0,35.2,5400000.0,1979.0,18.9,7.9,Химки,Сходня,153409.09
5450,Балашиха,4.0,16.0,1.0,43.3,5499000.0,2006.0,,9.5,Балашиха,Щёлковская,126997.69
5451,Красногорск,7.0,34.0,1.0,35.0,8150000.0,2024.0,,,Красногорск,Строгино,232857.14
5452,Королёв,7.0,16.0,1.0,38.5,6000000.0,1976.0,19.5,9.7,Королёв,Медведково,155844.16
5453,Люберцы,25.0,25.0,1.0,35.6,10252800.0,2025.0,10.6,13.4,Люберцы,Лухмановская,288000.0
5454,Мытищи,12.0,12.0,1.0,35.7,7600000.0,1998.0,19.0,9.0,Мытищи,Медведково,212885.15
5455,Красногорск,8.0,9.0,1.0,38.2,6873250.0,2026.0,11.7,16.4,Красногорск,Красногорск,179928.01
5456,Красногорск,18.0,21.0,1.0,35.7,8400000.0,2018.0,,17.0,д. Путилково,Красногорск,235294.12
5457,Красногорск,9.0,25.0,1.0,44.42,12478555.0,2025.0,26.9,4.9,Красногорск,Павшино,280921.99
5458,Солнечногорск,2.0,5.0,1.0,31.0,5299000.0,2006.0,18.0,7.0,Солнечногорск,Солнечногорск,170935.48
5459,Балашиха,4.0,19.0,1.0,45.9,6500000.0,2013.0,21.4,11.6,Балашиха,Салтыковская,141612.2
5460,Люберцы,21.0,25.0,1.0,50.7,12522900.0,2025.0,14.0,26.4,Люберцы,Лухмановская,247000.0
5461,Солнечногорск,2.0,7.0,1.0,39.0,4900000.0,2006.0,18.0,9.0,Солнечногорск,Солнечногорск,125641.03
5462,Одинцово,7.0,9.0,1.0,33.1,7650000.0,1982.0,19.8,6.4,Одинцово,Одинцово,231117.82
5463,Химки,3.0,7.0,1.0,36.52,12428268.0,2025.0,,,Химки,Планерная,340314.02
5464,Люберцы,1.0,17.0,1.0,32.0,5900000.0,2021.0,21.0,6.0,Красково дп,Люберцы,184375.0
5465,Видное,6.0,8.0,1.0,27.5,5380000.0,2024.0,13.0,5.3,пос. Развилка,Видное,195636.36
5466,Пушкино,7.0,24.0,1.0,39.75,7027020.0,2027.0,15.3,11.0,Пушкино,Медведково,176780.38
5467,Котельники,2.0,17.0,1.0,42.2,7490000.0,2021.0,16.1,14.4,Котельники,Котельники,177488.15
5468,Красногорск,12.0,33.0,1.0,35.1,8300000.0,2019.0,16.0,11.0,Красногорск,Строгино,236467.24
5469,Красногорск,18.0,25.0,1.0,45.39,14104443.0,2025.0,28.1,4.9,Красногорск,Павшино,310739.0
5470,Лосино-Петровский,5.0,14.0,1.0,36.5,4350000.0,2017.0,15.8,9.7,Свердловский рп,Лосино-Петровский,119178.08
5471,Солнечногорск,1.0,4.0,1.0,38.99,6775153.0,2023.0,,,Солнечногорск,Солнечногорск,173766.43
5472,Наро-Фоминск,5.0,7.0,1.0,54.64,9100000.0,2025.0,,,Наро-Фоминск,Наро-Фоминск,166544.66
5473,Лыткарино,5.0,19.0,1.0,45.0,7300000.0,2012.0,20.0,11.7,Лыткарино,Томилино,162222.22
5474,Одинцово,2.0,9.0,1.0,35.0,5750000.0,2006.0,,10.5,Одинцово,Одинцово,164285.71
5475,Дмитров,5.0,5.0,1.0,44.77,6840000.0,2027.0,13.4,20.3,Дмитров,Дмитров,152780.88
5476,Лосино-Петровский,9.0,16.0,1.0,37.5,4800000.0,2017.0,16.0,10.5,Свердловский рп,Лосино-Петровский,128000.0
5477,Мытищи,4.0,6.0,1.0,38.0,6450000.0,2018.0,,,Мытищи,Медведково,169736.84
5478,Дмитров,2.0,5.0,1.0,46.71,8312000.0,2027.0,13.0,20.1,Дмитров,Дмитров,177949.05
5479,Лобня,6.0,17.0,1.0,40.0,6200000.0,2014.0,15.6,9.4,Лобня,Лобня,155000.0
5480,Химки,5.0,9.0,1.0,38.1,6700000.0,1972.0,19.1,8.7,Химки,Химки,175853.02
5481,Солнечногорск,2.0,4.0,1.0,41.65,7299130.0,2023.0,,,Солнечногорск,Солнечногорск,175249.22
5482,Одинцово,5.0,9.0,1.0,43.0,6990000.0,2023.0,,10.0,Одинцово,Одинцово,162558.14
5483,Видное,5.0,6.0,1.0,43.81,9477204.0,2024.0,,,Видное,Битца,216325.13
5484,Лосино-Петровский,7.0,16.0,1.0,40.0,4500000.0,2015.0,19.0,8.0,Свердловский рп,Лосино-Петровский,112500.0
5485,Красногорск,3.0,9.0,1.0,47.98,8140000.0,2026.0,,,Красногорск,Красногорск,169654.02
5486,Мытищи,1.0,4.0,1.0,37.7,14100000.0,2021.0,11.5,18.6,пос. Нагорное,Мытищи,374005.31
5487,Красногорск,3.0,25.0,1.0,31.7,8600000.0,2018.0,13.0,13.0,д. Путилково,Красногорск,271293.38
5488,Пушкино,5.0,15.0,1.0,42.06,7293204.0,2026.0,23.1,8.1,Пушкино,Медведково,173400.0
5489,Красногорск,5.0,6.0,1.0,35.7,7500000.0,2021.0,,9.3,с. Николо-Урюпино,Красногорск,210084.03
5490,Дмитров,3.0,12.0,1.0,38.16,5342400.0,2025.0,16.1,11.0,Дмитров,Дмитров,140000.0
5491,Долгопрудный,6.0,23.0,1.0,49.5,9970000.0,2016.0,,10.0,Долгопрудный,Водники,201414.14
5492,Одинцово,2.0,9.0,1.0,43.0,15500000.0,2022.0,,17.0,Заречье рп,Одинцово,360465.12
5493,Мытищи,8.0,25.0,1.0,36.85,9809933.0,2025.0,12.7,12.3,Мытищи,Медведково,266212.56
5494,Наро-Фоминск,1.0,5.0,1.0,30.8,4000000.0,2006.0,19.8,6.0,Южный мкр,Наро-Фоминск,129870.13
5495,Балашиха,7.0,20.0,1.0,37.0,5500000.0,2016.0,16.7,9.0,Балашиха,Железнодорожная,148648.65
5496,Ногинск,7.0,17.0,1.0,35.5,5509400.0,2021.0,17.2,9.0,Ногинск,Ногинск,155194.37
5497,Балашиха,11.0,17.0,1.0,38.0,6000000.0,2013.0,17.0,9.0,Балашиха,Щёлковская,157894.74
5498,Красногорск,2.0,6.0,1.0,40.2,12135612.0,2024.0,,,Красногорск,Опалиха,301880.9
5499,Красногорск,12.0,31.0,1.0,33.67,9950000.0,2024.0,13.5,12.5,Красногорск,Липовая Роща,295515.3
5500,Руза,5.0,5.0,1.0,28.63,4020000.0,2022.0,14.6,7.0,Руза,Руза,140412.16
5501,Наро-Фоминск,3.0,5.0,1.0,31.2,4300000.0,1963.0,18.0,6.0,Наро-Фоминск,Наро-Фоминск,137820.51
5502,Балашиха,6.0,22.0,1.0,43.51,5900000.0,2014.0,,8.4,Балашиха,Первомайская,135601.01
5503,Одинцово,2.0,4.0,1.0,45.1,11239000.0,2025.0,39.1,,Одинцово,Одинцово,249201.77
5504,Жуковский,3.0,5.0,1.0,25.6,3800000.0,1958.0,15.9,4.7,Жуковский,Отдых,148437.5
5505,Звенигород,10.0,12.0,1.0,40.8,5422320.0,2026.0,17.3,8.8,Звенигород,Крёкшино,132900.0
5506,Раменское,1.0,5.0,1.0,31.1,5150000.0,1988.0,15.5,10.0,Западный,Фабричная,165594.86
5507,Наро-Фоминск,8.0,9.0,1.0,37.0,3700000.0,1990.0,16.0,6.0,Наро-Фоминск,Наро-Фоминск,100000.0
5508,Люберцы,6.0,25.0,1.0,41.6,11560640.0,2023.0,15.8,11.6,Люберцы,Люберцы,277900.0
5509,Ивантеевка,5.0,9.0,1.0,37.7,4350000.0,1986.0,18.2,6.0,Ивантеевка,Ивантеевка,115384.62
5510,Красногорск,21.0,32.0,1.0,22.3,7550000.0,2006.0,15.0,,Красногорск,Павшино,338565.02
5511,Одинцово,17.0,19.0,1.0,45.6,11054000.0,2026.0,25.9,,Одинцово,Одинцово,242412.28
5512,Дмитров,1.0,4.0,1.0,43.0,3600000.0,2006.0,18.3,10.1,Дмитров,Дмитров,83720.93
5513,Одинцово,4.0,12.0,1.0,41.0,8000000.0,2018.0,20.0,10.0,Новоивановское рп,Одинцово,195121.95
5514,Видное,20.0,24.0,1.0,36.4,9231040.0,2026.0,13.6,9.9,Видное,Видное,253600.0
5515,Дмитров,1.0,4.0,1.0,41.4,3600000.0,2006.0,17.7,12.8,Дмитров,Дмитров,86956.52
5516,Балашиха,8.0,9.0,1.0,34.8,5350000.0,1983.0,,5.8,Балашиха,Ольгино,153735.63
5517,Красногорск,7.0,9.0,1.0,46.95,9424800.0,2025.0,,,Красногорск,Красногорск,200741.21
5518,Люберцы,9.0,25.0,1.0,38.6,9667446.0,2024.0,,13.1,Люберцы,Люберцы,250451.97
5519,Котельники,10.0,25.0,1.0,35.0,6677800.0,2025.0,10.0,12.0,Котельники,Котельники,190794.29
5520,Химки,5.0,8.0,1.0,25.6,3900000.0,2018.0,12.0,7.0,Химки,Химки,152343.75
5522,Химки,2.0,4.0,1.0,36.0,3990000.0,2023.0,,,Химки,Химки,110833.33
5523,Люберцы,10.0,12.0,1.0,32.35,6744022.0,2026.0,9.7,10.4,Люберцы,Люберцы,208470.54
5524,Мытищи,15.0,25.0,1.0,36.2,6757381.0,2025.0,11.1,17.2,Мытищи,Медведково,186667.98
5525,Мытищи,16.0,24.0,1.0,43.5,7839918.0,2025.0,16.2,17.0,Мытищи,Ростокино,180228.0
5526,Балашиха,11.0,22.0,1.0,33.61,6165418.0,2025.0,12.3,11.6,Балашиха,Некрасовка,183439.99
5527,Руза,9.0,9.0,1.0,42.9,5062200.0,2023.0,27.5,10.4,Тучково рп,Руза,118000.0
5528,Пушкино,13.0,13.0,1.0,33.5,6130265.0,2024.0,,11.2,Пушкино,Медведково,182992.99
5529,Люберцы,5.0,5.0,1.0,30.6,4500000.0,2006.0,19.0,6.0,Томилино рп,Люберцы,147058.82
5530,Звенигород,6.0,6.0,1.0,39.3,4500000.0,2023.0,15.6,10.0,Звенигород,Звенигород,114503.82
5531,Мытищи,5.0,6.0,1.0,32.9,7590000.0,2023.0,17.2,10.2,Мытищи,Медведково,230699.09
5532,Щёлково,14.0,17.0,1.0,46.53,6979500.0,2025.0,,,Щёлково,Щёлковская,150000.0
5533,Домодедово,6.0,17.0,1.0,41.0,9450000.0,2024.0,27.4,4.1,Домодедово,Домодедово,230487.8
5534,Звенигород,6.0,16.0,1.0,40.5,5350000.0,2014.0,,12.0,Звенигород,Звенигород,132098.77
5535,Одинцово,1.0,9.0,1.0,48.5,12933977.0,2027.0,14.6,,Одинцово,Одинцово,266679.94
5536,Люберцы,2.0,5.0,1.0,38.2,5200000.0,2014.0,16.0,12.0,д. Марусино,Люберцы,136125.65
5537,Одинцово,18.0,24.0,1.0,44.4,7800000.0,2008.0,,10.5,Одинцово,Сколково,175675.68
5538,Видное,6.0,14.0,1.0,43.0,8900000.0,2026.0,12.5,15.7,Видное,Видное,206976.74
5539,Красногорск,8.0,8.0,1.0,27.0,6290000.0,2021.0,,9.0,д. Глухово,Красногорск,232962.96
5540,Долгопрудный,1.0,17.0,1.0,40.5,7800000.0,2004.0,22.9,11.0,Долгопрудный,Долгопрудная,192592.59
5541,Мытищи,11.0,25.0,1.0,39.57,10375214.0,2022.0,19.2,11.3,Мытищи,Медведково,262198.99
5542,Красногорск,9.0,17.0,1.0,47.9,7790000.0,2007.0,19.7,12.6,Красногорск,Павшино,162630.48
5543,Котельники,12.0,17.0,1.0,39.8,8300000.0,2007.0,20.0,,Котельники,Котельники,208542.71
5544,Мытищи,3.0,9.0,1.0,33.5,9818850.0,2023.0,16.2,8.0,Датский квартал ЖК,Мытищи,293100.0
5545,Видное,16.0,17.0,1.0,40.9,7100000.0,2016.0,23.9,12.0,Видное,Видное,173594.13
5546,Раменское,2.0,3.0,1.0,38.4,4600000.0,2023.0,17.0,10.0,Раменское,Ипподром,119791.67
5547,Одинцово,1.0,4.0,1.0,48.8,21828240.0,2023.0,33.5,3.2,Одинцово,Одинцово,447300.0
5548,Мытищи,19.0,19.0,1.0,41.6,7400000.0,2012.0,17.7,10.0,Мытищи,Медведково,177884.62
5549,Одинцово,6.0,16.0,1.0,50.2,13500000.0,2016.0,32.4,12.8,Новоивановское рп,Одинцово,268924.3
5550,Мытищи,8.0,25.0,1.0,34.1,7074386.0,2025.0,13.9,10.5,Мытищи,Медведково,207460.0
5551,Балашиха,13.0,17.0,1.0,31.7,6561900.0,2024.0,10.2,9.8,г. Балашиха,Новокосино,207000.0
5552,Красногорск,16.0,30.0,1.0,27.6,8499000.0,2019.0,,12.0,Красногорск,Павшино,307934.78
5553,Видное,13.0,20.0,1.0,36.8,7344322.0,2023.0,,,д. Сапроново,Видное,199573.97
5554,Истра,2.0,3.0,1.0,42.3,5200000.0,2016.0,17.0,11.0,Павловский квартал ЖК,Истра,122931.44
5555,Мытищи,15.0,25.0,1.0,32.3,8308593.0,2025.0,9.4,16.0,Мытищи,Медведково,257231.98
5556,Люберцы,5.0,5.0,1.0,37.0,5000000.0,2016.0,18.0,12.0,д. Марусино,Люберцы,135135.14
5557,Мытищи,9.0,25.0,1.0,32.6,6937149.0,2025.0,9.4,14.7,Мытищи,Медведково,212795.98
5558,Химки,4.0,17.0,1.0,37.6,4900000.0,2011.0,19.0,7.3,Химки,Химки,130319.15
5559,Мытищи,7.0,25.0,1.0,36.2,8039585.0,2025.0,10.6,17.2,Мытищи,Медведково,222087.98
5560,Долгопрудный,5.0,9.0,1.0,32.4,6900000.0,1970.0,17.9,6.0,Долгопрудный,Долгопрудная,212962.96
5561,Ивантеевка,4.0,12.0,1.0,35.5,4616300.0,2026.0,10.4,17.2,Ивантеевка,Медведково,130036.62
5562,Красногорск,7.0,9.0,1.0,47.3,8200000.0,2003.0,29.8,8.2,Нахабино рп,Красногорск,173361.52
5563,Мытищи,4.0,7.0,1.0,37.0,6850000.0,2017.0,17.0,9.0,Мытищи,Медведково,185135.14
5564,Видное,20.0,25.0,1.0,33.9,6084778.0,2025.0,10.1,16.9,Видное,Видное,179491.98
5565,Красногорск,2.0,18.0,1.0,37.8,7400000.0,2005.0,17.5,8.3,Красногорск,Опалиха,195767.2
5566,Красногорск,2.0,6.0,1.0,37.8,5450000.0,2006.0,17.3,11.0,с. Николо-Урюпино,Красногорск,144179.89
5567,Видное,14.0,17.0,1.0,34.46,6940076.0,2024.0,15.1,11.1,д. Коробово,Видное,201395.12
5568,Люберцы,11.0,25.0,1.0,35.1,10300000.0,2022.0,14.1,12.2,Люберцы,Люберцы,293447.29
5569,Люберцы,3.0,3.0,1.0,32.1,6000000.0,1951.0,17.0,7.3,Люберцы,Люберцы,186915.89
5570,Котельники,11.0,15.0,1.0,36.1,7560639.0,2025.0,11.1,17.2,Котельники,Жулебино,209435.98
