,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,meter_price
5165,Солнечногорск,13.0,17.0,1.0,40.0,7200000.0,2017.0,18.0,10.0,Солнечногорск,Солнечногорск,180000.0
5166,Одинцово,2.0,23.0,1.0,41.2,7850000.0,2005.0,,10.0,Одинцово,Сколково,190533.98
5167,Одинцово,5.0,9.0,1.0,38.5,14128884.0,2025.0,23.0,5.1,Одинцово,Одинцово,366984.0
5168,Солнечногорск,3.0,5.0,1.0,31.0,4200000.0,1972.0,18.0,6.0,Солнечногорск,Солнечногорск,135483.87
5169,Королёв,13.0,26.0,1.0,40.0,7690000.0,2014.0,,9.0,Королёв,Медведково,192250.0
5170,Видное,10.0,12.0,1.0,48.37,7753705.0,2025.0,19.5,19.6,Видное,Видное,160299.88
5171,Химки,12.0,16.0,1.0,37.6,5700000.0,2014.0,,10.0,Химки,Химки,151595.74
5172,Одинцово,2.0,9.0,1.0,34.5,5400000.0,2006.0,17.0,9.0,Одинцово,Одинцово,156521.74
5173,Ивантеевка,2.0,25.0,1.0,39.1,4920300.0,2026.0,14.8,13.6,Ивантеевка,Гольяново,125838.87
5174,Одинцово,5.0,12.0,1.0,45.0,9495000.0,2010.0,19.5,12.0,с. Немчиновка,Одинцово,211000.0
5175,Раменское,1.0,5.0,1.0,34.3,3550000.0,1991.0,17.5,9.2,с. Речицы,Раменское,103498.54
5176,Мытищи,15.0,25.0,1.0,34.2,6387192.0,2025.0,13.9,10.6,Мытищи,Медведково,186760.0
5177,Видное,11.0,19.0,1.0,39.0,7900000.0,2006.0,18.0,9.0,Видное,Видное,202564.1
5178,Домодедово,3.0,12.0,1.0,32.26,7595432.0,2024.0,9.4,15.1,с. Ям,Домодедово,235444.27
5179,Дмитров,11.0,17.0,1.0,42.9,6299000.0,2021.0,39.6,12.0,Дмитров,Дмитров,146829.84
5180,Одинцово,5.0,9.0,1.0,35.3,7421427.0,2024.0,10.4,17.5,Одинцово,Одинцово,210238.73
5181,Видное,10.0,17.0,1.0,31.6,6500000.0,2006.0,17.6,9.0,Видное,Видное,205696.2
5182,Солнечногорск,1.0,12.0,1.0,43.7,6150000.0,2018.0,21.5,6.5,Солнечногорск,Солнечногорск,140732.27
5183,Видное,13.0,16.0,1.0,34.1,6070482.0,2025.0,10.1,15.9,Видное,Видное,178020.0
5184,Дмитров,1.0,1.0,1.0,30.0,2800000.0,2006.0,15.0,5.0,Дмитров,Дмитров,93333.33
5185,Солнечногорск,5.0,5.0,1.0,27.9,2990000.0,1971.0,17.0,6.0,Солнечногорск,Солнечногорск,107168.46
5186,Красногорск,6.0,15.0,1.0,52.4,12700000.0,2006.0,27.5,13.6,Красногорск,Пенягино,242366.41
5187,Мытищи,24.0,25.0,1.0,32.5,6966700.0,2025.0,9.5,16.1,Мытищи,Медведково,214360.0
5188,Дмитров,11.0,17.0,1.0,42.9,6199000.0,2021.0,19.3,12.0,Дмитров,Дмитров,144498.83
5189,Дмитров,2.0,17.0,1.0,36.4,4300000.0,2007.0,,10.4,Дмитров,Дмитров,118131.87
5190,Котельники,19.0,25.0,1.0,34.4,7335765.0,2025.0,10.1,16.0,Котельники,Жулебино,213248.98
5191,Видное,2.0,5.0,1.0,55.01,8800000.0,2014.0,,27.0,пос. Дубровский,Видное,159970.91
5192,Мытищи,10.0,25.0,1.0,34.6,7197215.0,2025.0,15.9,10.9,Мытищи,Медведково,208011.99
5193,Красногорск,7.0,8.0,1.0,44.0,6500000.0,2023.0,20.0,9.0,Красногорск,Аникеевка,147727.27
5194,Истра,2.0,3.0,1.0,43.0,4730000.0,2022.0,21.4,8.8,с. Павловская Слобода,Истра,110000.0
5195,Видное,11.0,12.0,1.0,38.69,5326994.0,2025.0,10.9,19.2,Видное,Видное,137684.0
5196,Красногорск,4.0,8.0,1.0,37.35,6400000.0,2025.0,15.7,11.9,д. Глухово,Красногорск,171352.07
5197,Видное,17.0,17.0,1.0,40.82,5863099.0,2026.0,11.0,19.8,Видное,Видное,143633.0
5198,Солнечногорск,11.0,17.0,1.0,43.9,6400000.0,2007.0,25.0,8.0,Солнечногорск,Солнечногорск,145785.88
5199,Красногорск,2.0,9.0,1.0,39.2,7000000.0,2023.0,22.5,8.6,пос. Ильинское-Усово,Красногорск,178571.43
5200,Видное,15.0,17.0,1.0,38.33,5409820.0,2025.0,10.5,19.3,Видное,Видное,141138.01
5201,Дмитров,1.0,9.0,1.0,36.0,4650000.0,2015.0,17.1,,Икша рп,Дмитров,129166.67
5202,Видное,5.0,9.0,1.0,36.3,6175000.0,2018.0,16.0,10.0,Лопатино рп,Видное,170110.19
5203,Видное,10.0,17.0,1.0,48.24,6512496.0,2025.0,19.5,19.6,Ленинский городской округ,Видное,135001.99
5204,Пушкино,9.0,13.0,1.0,31.04,5990000.0,2024.0,12.3,10.0,Пушкино,Пушкино,192976.8
5205,Балашиха,14.0,17.0,1.0,38.1,5950000.0,2006.0,19.0,8.4,Балашиха,Ольгино,156167.98
5206,Мытищи,15.0,25.0,1.0,34.1,8420244.0,2025.0,13.2,11.4,Мытищи,Медведково,246927.98
5207,Одинцово,18.0,25.0,1.0,41.55,7450000.0,2024.0,,10.0,Одинцово,Одинцово,179302.05
5208,Дмитров,2.0,12.0,1.0,36.89,5164600.0,2025.0,16.1,10.3,Дмитров,Дмитров,140000.0
5209,Балашиха,7.0,21.0,1.0,34.5,6499000.0,2021.0,15.0,11.0,Балашиха,Железнодорожная,188376.81
5210,Мытищи,17.0,24.0,1.0,36.1,6549406.0,2025.0,10.5,17.2,Мытищи,Ростокино,181423.99
5211,Лобня,6.0,17.0,1.0,40.0,7200000.0,2012.0,20.0,14.0,Лобня,Лобня,180000.0
5212,Мытищи,4.0,6.0,1.0,38.6,7250000.0,2006.0,,11.5,Мытищи,Медведково,187823.83
5213,Одинцово,5.0,9.0,1.0,42.5,13848540.0,2025.0,26.0,5.3,Одинцово,Одинцово,325848.0
5214,Мытищи,10.0,10.0,1.0,48.4,7990000.0,2004.0,20.1,13.8,Мытищи,Медведково,165082.64
5215,Раменское,2.0,16.0,1.0,50.0,6900000.0,2006.0,21.0,14.0,Западный,Фабричная,138000.0
5216,Видное,12.0,16.0,1.0,41.7,7511671.0,2025.0,9.4,17.3,Видное,Видное,180136.0
5217,Дзержинский,15.0,16.0,1.0,45.0,6800000.0,2004.0,22.0,12.0,Дзержинский,Котельники,151111.11
5218,Люберцы,11.0,12.0,1.0,31.0,8300000.0,2018.0,16.0,8.5,Люберцы,Лухмановская,267741.94
5219,Мытищи,8.0,25.0,1.0,32.4,6256699.0,2025.0,9.5,16.0,Мытищи,Медведково,193107.99
5220,Королёв,5.0,5.0,1.0,31.8,4100000.0,1961.0,17.4,5.7,Королёв,Медведково,128930.82
5221,Реутов,6.0,9.0,1.0,34.1,7150000.0,1975.0,20.5,6.0,Реутов,Реутов,209677.42
5222,Домодедово,10.0,12.0,1.0,38.19,6533973.0,2025.0,10.5,19.3,Домодедово,Домодедово,171091.2
5223,Королёв,3.0,12.0,1.0,38.9,6100000.0,2006.0,21.0,8.0,Королёв,Медведково,156812.34
5224,Одинцово,7.0,8.0,1.0,34.5,7057272.0,2025.0,10.3,15.9,Одинцово,Одинцово,204558.61
5225,Раменское,3.0,5.0,1.0,31.8,3995000.0,1993.0,19.3,7.5,Ильинский рп,Раменское,125628.93
5226,Чехов,3.0,5.0,1.0,30.0,2999000.0,1969.0,,,Чехов-7 городок,Чехов,99966.67
5227,Одинцово,3.0,8.0,1.0,38.6,7272176.0,2025.0,10.8,19.2,Одинцово,Одинцово,188398.34
5228,Видное,16.0,17.0,1.0,40.81,5857214.0,2026.0,11.0,19.8,Видное,Видное,143523.99
5229,Люберцы,2.0,3.0,1.0,36.3,5399000.0,2006.0,20.0,10.5,Люберцы,Люберцы,148732.78
5230,Одинцово,11.0,25.0,1.0,35.4,8500000.0,2019.0,20.0,10.0,Одинцово,Сколково,240112.99
5231,Видное,10.0,15.0,1.0,35.86,5167658.0,2025.0,11.3,10.2,Ленинский городской округ,Видное,144106.47
5232,Дмитров,5.0,5.0,1.0,35.01,5155518.0,2025.0,,,Дмитров,Дмитров,147258.44
5233,Видное,14.0,17.0,1.0,34.65,5288318.0,2026.0,,15.7,Видное,Видное,152621.01
5234,Мытищи,3.0,9.0,1.0,30.6,5272732.0,2024.0,,,д. Пирогово,Мытищи,172311.5
5235,Раменское,17.0,17.0,1.0,38.8,5400000.0,2020.0,18.0,8.0,Родники дп,Раменское,139175.26
5236,Мытищи,22.0,22.0,1.0,28.6,5434000.0,2027.0,,,Мытищи,Медведково,190000.0
5237,Подольск,6.0,8.0,1.0,22.0,5564058.0,2025.0,,,Подольск,Подольск,252911.73
5238,Видное,2.0,10.0,1.0,40.98,5590942.0,2025.0,,21.6,Видное,Видное,136430.99
5239,Видное,8.0,10.0,1.0,43.58,5649457.0,2025.0,12.2,22.4,Видное,Видное,129634.17
5241,Мытищи,17.0,17.0,5.0,179.3,27000000.0,2013.0,158.9,12.5,Мытищи,Медведково,150585.61
5242,Реутов,4.0,21.0,5.0,218.0,59000000.0,2014.0,105.0,70.0,Реутов,Реутов,270642.2
5243,Лыткарино,17.0,17.0,5.0,174.0,22490000.0,2013.0,140.0,13.0,Лыткарино,Томилино,129252.87
5244,Одинцово,6.0,24.0,5.0,174.6,43500000.0,2014.0,90.0,20.0,Одинцово,Баковка,249140.89
5245,Одинцово,25.0,26.0,5.0,175.0,37000000.0,2018.0,,20.0,Одинцово,Сколково,211428.57
5246,Раменское,10.0,16.0,5.0,136.3,21800000.0,2009.0,78.0,13.0,Западный,Фабричная,159941.31
5247,Долгопрудный,10.0,23.0,5.0,139.0,41000000.0,2011.0,90.7,16.0,Долгопрудный,Долгопрудная,294964.03
5248,Солнечногорск,17.0,17.0,5.0,193.0,45000000.0,2006.0,110.0,20.0,Солнечногорск,Солнечногорск,233160.62
5249,Одинцово,15.0,16.0,5.0,118.0,21800000.0,2001.0,68.0,11.0,Одинцово,Одинцово,184745.76
5250,Пушкино,3.0,9.0,5.0,142.9,19000000.0,1997.0,83.8,11.6,мкр. Центральный,Пушкино,132960.11
5251,Лыткарино,16.0,17.0,5.0,120.4,19850000.0,2019.0,82.9,29.0,Лыткарино,Томилино,164867.11
5252,Звенигород,4.0,8.0,5.0,160.4,14000000.0,2008.0,102.5,15.6,Звенигород,Звенигород,87281.8
5253,Щёлково,12.0,14.0,5.0,144.2,27000000.0,2007.0,81.1,13.2,Щелково,Щёлково,187239.94
5254,Люберцы,3.0,17.0,5.0,117.1,21900000.0,2006.0,80.1,10.0,Люберцы,Люберцы,187019.64
5255,Солнечногорск,15.0,16.0,5.0,189.8,28470000.0,2024.0,,40.0,Солнечногорск,Солнечногорск,150000.0
5256,Одинцово,3.0,17.0,5.0,115.0,23500000.0,2000.0,68.0,13.0,Одинцово,Одинцово,204347.83
5257,Красногорск,3.0,6.0,5.0,129.4,25000000.0,2003.0,,,Красногорск,Красногорск,193199.38
5258,Ногинск,11.0,12.0,5.0,103.0,9999990.0,2006.0,,,Ногинск,Ногинск,97087.28
5259,Люберцы,18.0,19.0,5.0,150.0,19900000.0,2007.0,100.0,12.0,Люберцы,Котельники,132666.67
5260,Красногорск,17.0,19.0,5.0,118.0,30000000.0,2008.0,77.0,14.0,Красногорск,Митино,254237.29
5261,Ивантеевка,3.0,3.0,5.0,200.1,17000000.0,1960.0,149.5,28.8,с. Тарасовка,Ивантеевка,84957.52
5262,Одинцово,13.0,14.0,5.0,138.2,22000000.0,2006.0,75.1,12.0,Одинцово,Одинцово,159189.58
5263,Одинцово,13.0,14.0,5.0,138.2,13999999.0,2015.0,85.0,18.5,Одинцово,Одинцово,101302.45
5264,Одинцово,6.0,14.0,5.0,233.0,44000000.0,1999.0,135.4,15.9,Одинцово,Одинцово,188841.2
5265,Дмитров,14.0,15.0,5.0,155.0,12000000.0,2010.0,80.0,25.0,Дмитров,Дмитров,77419.35
5266,Красногорск,2.0,25.0,5.0,85.55,15700000.0,2012.0,45.6,14.2,Красногорск,Пенягино,183518.41
5267,Мытищи,1.0,4.0,5.0,101.2,13100000.0,1934.0,,10.0,Мытищи,Медведково,129446.64
5268,Балашиха,10.0,11.0,5.0,171.0,20100000.0,1998.0,90.6,18.0,Балашиха,Щёлковская,117543.86
5269,Волоколамск,3.0,3.0,5.0,154.5,11000000.0,1999.0,94.9,28.1,Волоколамск,Волоколамск,71197.41
5270,Мытищи,4.0,11.0,5.0,145.0,20600000.0,2000.0,79.1,31.3,Мытищи,Медведково,142068.97
5271,Красногорск,2.0,6.0,5.0,142.0,25000000.0,2007.0,76.0,18.0,д. Глухово,Красногорск,176056.34
5272,Реутов,20.0,21.0,5.0,200.0,62000000.0,2006.0,100.0,18.0,Реутов,Никольское,310000.0
5273,Химки,2.0,4.0,5.0,607.0,59000000.0,2006.0,500.0,90.0,Химки,Молжаниново,97199.34
5274,Красногорск,1.0,3.0,5.0,192.2,14900000.0,2006.0,140.0,30.0,д. Нефедьево,Красногорск,77523.41
5275,Королёв,1.0,14.0,5.0,100.0,16000000.0,1987.0,60.0,17.0,Королёв,Медведково,160000.0
5276,Люберцы,9.0,10.0,5.0,170.0,36500000.0,2000.0,110.3,12.8,Люберцы,Ухтомская,214705.88
5277,Солнечногорск,10.0,17.0,5.0,134.9,15500000.0,2013.0,77.0,15.0,Андреевка рп,Солнечногорск,114899.93
5278,Лобня,2.0,5.0,5.0,120.0,13950000.0,2006.0,,,Лобня,Лобня,116250.0
5279,Мытищи,9.0,9.0,5.0,141.0,20000000.0,2004.0,80.0,27.5,Мытищи,Мытищи,141843.97
5280,Ногинск,17.0,17.0,5.0,149.6,14900000.0,2006.0,90.0,12.0,Ногинск,Ногинск,99598.93
5281,Одинцово,1.0,9.0,5.0,179.4,72478425.0,2006.0,,,Одинцово,Одинцово,404004.6
5282,Красногорск,8.0,8.0,5.0,109.7,15700000.0,2006.0,70.0,,Красногорск,Опалиха,143117.59
5283,Мытищи,5.0,10.0,5.0,148.0,17499999.0,2005.0,19.1,18.0,Мытищи,Медведково,118243.24
5284,Люберцы,4.0,10.0,5.0,152.0,32000000.0,2001.0,69.0,23.0,Люберцы,Ухтомская,210526.32
5285,Красногорск,3.0,4.0,5.0,204.0,67490000.0,2008.0,,35.0,Красногорск,Пенягино,330833.33
5286,Подольск,9.0,22.0,5.0,146.6,26000000.0,2014.0,62.0,40.0,Подольск,Подольск,177353.34
5287,Балашиха,13.0,16.0,5.0,114.0,17200000.0,2004.0,67.2,10.8,Балашиха,Ольгино,150877.19
5288,Одинцово,4.0,4.0,5.0,138.0,21000000.0,2006.0,94.0,11.0,Одинцово,Одинцово,152173.91
5289,Королёв,17.0,17.0,5.0,112.6,12700800.0,2002.0,73.2,12.0,Королёв,Медведково,112795.74
5290,Красногорск,4.0,6.0,5.0,142.0,26000000.0,2007.0,75.7,15.2,д. Глухово,Красногорск,183098.59
5291,Сергиев Посад,2.0,5.0,5.0,180.0,32000000.0,2006.0,83.5,22.0,Сергиев Посад,Сергиев Посад,177777.78
5292,Мытищи,17.0,17.0,5.0,121.4,28000000.0,2021.0,81.1,9.5,Мытищи,Медведково,230642.5
5293,Королёв,1.0,14.0,5.0,100.7,13700000.0,1990.0,60.6,17.4,Королёв,ВДНХ,136047.67
5294,Одинцово,7.0,9.0,5.0,180.0,65000000.0,2014.0,,40.0,Заречье рп,Одинцово,361111.11
5295,Подольск,2.0,8.0,5.0,173.4,24490000.0,2007.0,106.5,19.5,Подольск,Подольск,141234.14
5296,Химки,2.0,5.0,5.0,98.5,14700000.0,2006.0,70.5,8.4,Химки,Химки,149238.58
5297,Серпухов,2.0,6.0,5.0,108.3,7300000.0,1917.0,46.0,33.9,Красный Текстильщик мкр,Серпухов,67405.36
5298,Ивантеевка,10.0,11.0,5.0,86.0,11200000.0,2012.0,70.0,13.0,Лесной рп,Ивантеевка,130232.56
5299,Одинцово,4.0,4.0,5.0,138.0,21500000.0,2006.0,93.5,10.5,Одинцово,Одинцово,155797.1
5300,Воскресенск,2.0,2.0,5.0,165.0,15000000.0,2021.0,100.0,30.0,Воскресенск,Воскресенск,90909.09
5301,Серпухов,2.0,3.0,5.0,200.0,18500000.0,2010.0,90.0,26.0,Серпухов,Серпухов,92500.0
5302,Одинцово,3.0,4.0,5.0,250.0,45500000.0,2002.0,180.0,20.0,д. Сколково,Одинцово,182000.0
5303,Балашиха,4.0,19.0,5.0,216.0,29900000.0,2014.0,80.0,50.0,Балашиха,Щёлковская,138425.93
5304,Люберцы,8.0,23.0,5.0,186.0,60000000.0,2006.0,,,Люберцы,Люберцы,322580.65
5305,Одинцово,4.0,4.0,5.0,190.0,22500000.0,2011.0,83.6,13.3,Одинцово,Одинцово,118421.05
5306,Одинцово,5.0,6.0,5.0,126.0,12500000.0,1995.0,88.7,9.8,Одинцово,Одинцово,99206.35
5307,Солнечногорск,1.0,14.0,5.0,108.0,13800000.0,2006.0,62.1,21.7,Солнечногорск,Солнечногорск,127777.78
5308,Королёв,11.0,16.0,5.0,120.3,22600000.0,2006.0,78.7,12.1,Королёв,ВДНХ,187863.67
5309,Красногорск,1.0,2.0,5.0,264.9,95000000.0,2012.0,,37.6,Красногорск,Мякинино,358625.9
5310,Дубна,2.0,5.0,5.0,169.7,35000000.0,1999.0,110.0,14.1,Дубна,Дубна,206246.32
5311,Одинцово,6.0,6.0,5.0,270.0,193183600.0,2006.0,216.0,,Одинцово,Одинцово,715494.81
5312,Видное,3.0,3.0,5.0,180.0,19500000.0,2006.0,,48.0,Видное,Видное,108333.33
5313,Красногорск,5.0,9.0,5.0,96.0,15500000.0,1987.0,70.0,8.5,Красногорск,Красногорская,161458.33
5314,Люберцы,3.0,17.0,5.0,120.0,22000000.0,2006.0,80.1,10.0,Люберцы,Люберцы,183333.33
5315,Подольск,4.0,4.0,5.0,90.0,8400000.0,1964.0,,7.5,Подольск,Силикатная,93333.33
5316,Подольск,3.0,4.0,5.0,103.9,10850000.0,1935.0,80.3,10.8,Подольск,Подольск,104427.33
5317,Дмитров,6.0,6.0,5.0,137.1,16000000.0,2000.0,115.0,20.0,Дмитров,Дмитров,116703.14
5318,Красногорск,5.0,12.0,5.0,210.0,26500000.0,1999.0,108.6,50.7,Красногорск,Павшино,126190.48
5319,Красногорск,6.0,6.0,5.0,189.1,31499000.0,2010.0,86.1,14.0,Красногорск,Опалиха,166573.24
5320,Одинцово,5.0,5.0,5.0,410.0,160000000.0,2009.0,,,Одинцово,Одинцово,390243.9
5321,Мытищи,17.0,17.0,5.0,115.2,23000000.0,2021.0,,13.3,Мытищи,Медведково,199652.78
5322,Химки,6.0,6.0,5.0,100.0,22700000.0,1935.0,75.0,15.0,Химки,Химки,227000.0
5323,Химки,8.0,8.0,5.0,170.0,24140000.0,2024.0,,,Международный кв-л,Химки,142000.0
5324,Одинцово,5.0,6.0,5.0,180.5,95000000.0,2009.0,107.0,20.0,Заречье рп,Одинцово,526315.79
5325,Реутов,9.0,13.0,5.0,199.2,54000000.0,1996.0,135.5,21.9,Реутов,Реутов,271084.34
5326,Одинцово,5.0,6.0,5.0,197.5,193183600.0,2006.0,158.0,,Одинцово,Одинцово,978144.81
5327,Мытищи,6.0,6.0,5.0,210.0,49000000.0,2015.0,150.0,15.0,пос. Поведники,Мытищи,233333.33
5328,Красногорск,5.0,7.0,5.0,270.0,33000000.0,2006.0,153.0,28.0,Красногорск,Красногорск,122222.22
5329,Балашиха,1.0,14.0,5.0,102.0,11990000.0,1994.0,60.0,17.5,Балашиха,Ольгино,117549.02
5330,Одинцово,1.0,4.0,5.0,620.0,250000000.0,2006.0,,40.0,Заречье рп,Одинцово,403225.81
5331,Раменское,1.0,3.0,5.0,200.0,18000000.0,2006.0,106.0,18.0,Северный,Ипподром,90000.0
5332,Одинцово,4.0,4.0,5.0,367.0,69800000.0,2019.0,,50.0,Азарово Северное кп,Одинцово,190190.74
5333,Красногорск,3.0,7.0,5.0,162.0,31500000.0,2001.0,100.0,25.0,Красногорск,Красногорск,194444.44
5334,Сергиев Посад,7.0,9.0,5.0,128.4,13700000.0,1997.0,85.3,14.4,мкр. Клементьевский,Сергиев Посад,106697.82
5335,Наро-Фоминск,1.0,9.0,5.0,105.0,10750000.0,2006.0,69.0,12.0,Наро-Фоминск,Наро-Фоминск,102380.95
5336,Подольск,4.0,10.0,5.0,125.1,16600000.0,2000.0,82.5,14.0,Подольск,Подольск,132693.84
5337,Красногорск,17.0,18.0,5.0,136.3,21500000.0,2009.0,89.7,27.0,Красногорск,Красногорская,157740.28
5339,Подольск,4.0,10.0,5.0,125.1,16600000.0,2000.0,85.0,15.0,Подольск,Подольск,132693.84
5340,Ногинск,17.0,17.0,5.0,149.1,14900000.0,2006.0,90.0,16.0,Ногинск,Ногинск,99932.93
5341,Балашиха,22.0,23.0,5.0,103.3,14500000.0,2015.0,,20.0,Балашиха,Салтыковская,140367.86
5342,Видное,20.0,20.0,5.0,107.4,20500000.0,2021.0,67.6,6.1,Южная Битца ЖК,Видное,190875.23
5343,Одинцово,17.0,17.0,5.0,135.4,19999999.0,2008.0,90.3,14.5,пос. ВНИИССОК,Одинцово,147710.48
5344,Красногорск,12.0,18.0,5.0,152.0,29900000.0,2007.0,,15.0,Красногорск,Опалиха,196710.53
5345,Мытищи,2.0,6.0,5.0,137.86,42000000.0,2013.0,88.9,37.9,Новые Вешки кп,Мытищи,304656.9
5346,Щёлково,17.0,18.0,5.0,115.7,15050000.0,2017.0,69.6,12.4,Щёлково,Щёлковская,130077.79
5347,Долгопрудный,9.0,11.0,5.0,155.0,24500000.0,2001.0,,30.0,Долгопрудный,Долгопрудная,158064.52
5348,Красногорск,8.0,8.0,5.0,130.0,18000000.0,2021.0,80.0,14.0,д. Сабурово,Красногорск,138461.54
5349,Люберцы,10.0,22.0,5.0,95.6,16730000.0,2023.0,80.0,8.0,Люберцы,Жулебино,175000.0
5351,Котельники,1.0,12.0,5.0,100.7,12800000.0,1992.0,60.4,23.5,Котельники,Котельники,127110.23
5352,Одинцово,4.0,4.0,5.0,231.6,20000000.0,2017.0,186.6,40.0,Одинцово,Одинцово,86355.79
5353,Одинцово,16.0,17.0,5.0,198.4,20832000.0,2019.0,109.7,26.5,Одинцово,Одинцово,105000.0
5354,Химки,1.0,4.0,5.0,608.0,65000000.0,2006.0,,50.0,Химки,Молжаниново,106907.89
5355,Чехов,7.0,9.0,5.0,143.6,14490000.0,1973.0,,30.0,Чехов,Чехов,100905.29
5356,Красногорск,8.0,9.0,5.0,91.8,15200000.0,1985.0,54.8,7.6,Красногорск,Опалиха,165577.34
5357,Щёлково,20.0,20.0,5.0,329.1,39798063.0,2023.0,283.1,20.0,Щёлково,Щёлковская,120930.0
5358,Одинцово,4.0,4.0,5.0,270.0,17800000.0,2018.0,123.0,20.0,Одинцово,Одинцово,65925.93
5359,Одинцово,4.0,4.0,5.0,251.1,105000000.0,2006.0,,40.0,Заречье рп,Одинцово,418160.1
5360,Одинцово,4.0,4.0,5.0,250.0,35500000.0,2011.0,200.0,38.0,Одинцово,Одинцово,142000.0
5361,Одинцово,4.0,4.0,5.0,250.0,33500000.0,2006.0,102.0,15.0,Одинцово,Одинцово,134000.0
5362,Балашиха,22.0,23.0,5.0,103.0,15500000.0,2006.0,,,мкр. 28-й,Балашиха,150485.44
5363,Одинцово,2.0,7.0,5.0,256.0,80000000.0,2004.0,200.0,50.0,Заречье рп,Одинцово,312500.0
5364,Щёлково,20.0,20.0,5.0,334.6,46174800.0,2023.0,280.0,20.0,Щёлково,Щёлковская,138000.0
5365,Одинцово,2.0,7.0,5.0,256.0,80000000.0,2004.0,137.9,50.0,Заречье рп,Одинцово,312500.0
5366,Щёлково,20.0,20.0,5.0,301.0,42441000.0,2023.0,250.0,20.0,Щёлково,Щёлковская,141000.0
5368,Одинцово,4.0,5.0,5.0,116.0,116000000.0,2009.0,,,Одинцово,Одинцово,1000000.0
5370,Москва,15.0,23.0,3.0,82.8,39578400.0,2026.0,52.1,10.0,Басманный,Бауманская,478000.0
5371,Москва,5.0,35.0,3.0,95.73,40514371.0,2027.0,61.6,9.1,Котловка,Профсоюзная,423214.99
5373,Балашиха,12.0,13.0,1.0,32.46,5740843.0,2026.0,10.2,10.6,Балашиха,Салтыковская,176859.0
5374,Балашиха,16.0,17.0,1.0,33.05,5746701.0,2026.0,9.4,15.5,Балашиха,Салтыковская,173879.0
5375,Видное,6.0,17.0,1.0,36.58,5701871.0,2026.0,10.5,17.3,Видное,Видное,155874.0
5376,Видное,9.0,12.0,1.0,44.96,5713499.0,2025.0,14.0,18.3,Видное,Видное,127079.6
5377,Королёв,8.0,17.0,1.0,41.5,5730658.0,2025.0,,,Королёв,Щёлковская,138088.14
5378,Пушкино,2.0,11.0,1.0,33.78,5870421.0,2025.0,,11.2,Пушкино,Медведково,173783.93
5379,Балашиха,2.0,25.0,1.0,33.27,5985749.0,2025.0,,,Балашиха,Щёлковская,179914.31
5380,Пушкино,8.0,15.0,1.0,33.57,5996225.0,2025.0,,10.8,Пушкино,Медведково,178618.56
5381,Химки,6.0,12.0,1.0,34.38,6036870.0,2024.0,14.9,11.0,Химки,Химки,175592.5
5382,Видное,11.0,17.0,1.0,42.35,6046394.0,2025.0,12.8,20.7,Ленинский городской округ,Видное,142772.0
5383,Видное,8.0,12.0,1.0,44.32,6076095.0,2025.0,12.3,22.4,Видное,Видное,137096.01
5384,Видное,10.0,12.0,1.0,44.27,6062467.0,2025.0,12.3,22.4,Видное,Видное,136943.01
5385,Балашиха,12.0,24.0,1.0,38.0,6153682.0,2026.0,11.7,18.3,Балашиха,Салтыковская,161939.0
5386,Видное,8.0,10.0,1.0,35.78,6297923.0,2025.0,10.8,9.8,Видное,Видное,176017.97
5387,Видное,2.0,16.0,1.0,34.4,6215564.0,2025.0,10.1,17.0,Видное,Видное,180685.0
5388,Домодедово,17.0,17.0,1.0,33.5,6298000.0,2025.0,,,Домодедово,Остафьево,188000.0
5389,Люберцы,21.0,21.0,1.0,40.32,6227191.0,2027.0,,,Люберцы,Люберцы,154444.22
5390,Котельники,2.0,25.0,1.0,35.0,6318700.0,2025.0,10.0,12.0,Котельники,Котельники,180534.29
5391,Видное,4.0,12.0,1.0,47.96,6310289.0,2025.0,14.6,20.3,Видное,Видное,131574.0
5392,Подольск,12.0,17.0,1.0,39.0,5850000.0,2012.0,16.0,11.0,Подольск,Подольск,150000.0
5393,Одинцово,3.0,17.0,1.0,22.58,5120918.0,2025.0,17.0,5.0,Одинцово,Сколково,226789.99
5394,Одинцово,2.0,7.0,1.0,34.86,8229000.0,2025.0,,,Одинцово,Одинцово,236058.52
5395,Красногорск,3.0,8.0,1.0,36.23,7200000.0,2006.0,17.2,10.6,д. Глухово,Красногорск,198730.33
5396,Красногорск,4.0,22.0,1.0,50.6,8490000.0,2010.0,,10.0,Красногорск,Пенягино,167786.56
5397,Химки,9.0,16.0,1.0,31.1,7930500.0,2027.0,11.3,9.7,Химки,Подрезково,255000.0
5398,Балашиха,3.0,24.0,1.0,46.8,7773000.0,2022.0,,12.2,Балашиха,Салтыковская,166089.74
5399,Люберцы,14.0,19.0,1.0,34.0,5800000.0,2016.0,,7.0,Люберцы,Некрасовка,170588.24
5400,Химки,9.0,18.0,1.0,37.8,7026112.0,2025.0,14.7,12.5,Химки,Химки,185875.98
5401,Балашиха,14.0,24.0,1.0,41.3,7100000.0,2022.0,17.0,10.0,Балашиха,Салтыковская,171912.83
5402,Красногорск,1.0,8.0,1.0,37.4,5832000.0,2006.0,16.7,,Красногорск,Опалиха,155935.83
5403,Одинцово,2.0,4.0,1.0,29.1,6956000.0,2024.0,23.1,,Одинцово,Одинцово,239037.8
